,Fullpath,Target Int,target Str
906,C:\Users\Landon\Documents\audioWAV\bells.plastic.Bb7.L.wav,8,BELLS
907,C:\Users\Landon\Documents\audioWAV\bells.plastic.Bb7.R.wav,8,BELLS
908,C:\Users\Landon\Documents\audioWAV\bells.plastic.C5.L.wav,8,BELLS
909,C:\Users\Landon\Documents\audioWAV\bells.plastic.C5.R.wav,8,BELLS
910,C:\Users\Landon\Documents\audioWAV\bells.plastic.C6.L.wav,8,BELLS
911,C:\Users\Landon\Documents\audioWAV\bells.plastic.C6.R.wav,8,BELLS
912,C:\Users\Landon\Documents\audioWAV\bells.plastic.C7.L.wav,8,BELLS
913,C:\Users\Landon\Documents\audioWAV\bells.plastic.C7.R.wav,8,BELLS
914,C:\Users\Landon\Documents\audioWAV\bells.plastic.C8.L.wav,8,BELLS
915,C:\Users\Landon\Documents\audioWAV\bells.plastic.C8.R.wav,8,BELLS
916,C:\Users\Landon\Documents\audioWAV\bells.plastic.D5.L.wav,8,BELLS
917,C:\Users\Landon\Documents\audioWAV\bells.plastic.D5.R.wav,8,BELLS
918,C:\Users\Landon\Documents\audioWAV\bells.plastic.D6.L.wav,8,BELLS
919,C:\Users\Landon\Documents\audioWAV\bells.plastic.D6.R.wav,8,BELLS
920,C:\Users\Landon\Documents\audioWAV\bells.plastic.D7.L.wav,8,BELLS
921,C:\Users\Landon\Documents\audioWAV\bells.plastic.D7.R.wav,8,BELLS
922,C:\Users\Landon\Documents\audioWAV\bells.plastic.D8.L.wav,8,BELLS
923,C:\Users\Landon\Documents\audioWAV\bells.plastic.D8.R.wav,8,BELLS
924,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db5.L.wav,8,BELLS
925,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db5.R.wav,8,BELLS
926,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db6.L.wav,8,BELLS
927,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db6.R.wav,8,BELLS
928,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db7.L.wav,8,BELLS
929,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db7.R.wav,8,BELLS
930,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db8.L.wav,8,BELLS
931,C:\Users\Landon\Documents\audioWAV\bells.plastic.Db8.R.wav,8,BELLS
932,C:\Users\Landon\Documents\audioWAV\bells.plastic.E5.L.wav,8,BELLS
933,C:\Users\Landon\Documents\audioWAV\bells.plastic.E5.R.wav,8,BELLS
934,C:\Users\Landon\Documents\audioWAV\bells.plastic.E6.L.wav,8,BELLS
935,C:\Users\Landon\Documents\audioWAV\bells.plastic.E6.R.wav,8,BELLS
936,C:\Users\Landon\Documents\audioWAV\bells.plastic.E7.L.wav,8,BELLS
937,C:\Users\Landon\Documents\audioWAV\bells.plastic.E7.R.wav,8,BELLS
938,C:\Users\Landon\Documents\audioWAV\bells.plastic.E8.L.wav,8,BELLS
939,C:\Users\Landon\Documents\audioWAV\bells.plastic.E8.R.wav,8,BELLS
940,C:\Users\Landon\Documents\audioWAV\bells.plastic.Eb5.L.wav,8,BELLS
941,C:\Users\Landon\Documents\audioWAV\bells.plastic.Eb5.R.wav,8,BELLS
942,C:\Users\Landon\Documents\audioWAV\bells.plastic.Eb6.L.wav,8,BELLS
943,C:\Users\Landon\Documents\audioWAV\bells.plastic.Eb6.R.wav,8,BELLS
944,C:\Users\Landon\Documents\audioWAV\bells.plastic.Eb7.L.wav,8,BELLS
945,C:\Users\Landon\Documents\audioWAV\bells.plastic.Eb7.R.wav,8,BELLS
946,C:\Users\Landon\Documents\audioWAV\bells.plastic.Eb8.L.wav,8,BELLS
947,C:\Users\Landon\Documents\audioWAV\bells.plastic.Eb8.R.wav,8,BELLS
948,C:\Users\Landon\Documents\audioWAV\bells.plastic.F5.L.wav,8,BELLS
949,C:\Users\Landon\Documents\audioWAV\bells.plastic.F5.R.wav,8,BELLS
950,C:\Users\Landon\Documents\audioWAV\bells.plastic.F6.L.wav,8,BELLS
951,C:\Users\Landon\Documents\audioWAV\bells.plastic.F6.R.wav,8,BELLS
952,C:\Users\Landon\Documents\audioWAV\bells.plastic.F7.L.wav,8,BELLS
953,C:\Users\Landon\Documents\audioWAV\bells.plastic.F7.R.wav,8,BELLS
954,C:\Users\Landon\Documents\audioWAV\bells.plastic.G5.L.wav,8,BELLS
955,C:\Users\Landon\Documents\audioWAV\bells.plastic.G5.R.wav,8,BELLS
956,C:\Users\Landon\Documents\audioWAV\bells.plastic.G6.L.wav,8,BELLS
957,C:\Users\Landon\Documents\audioWAV\bells.plastic.G6.R.wav,8,BELLS
958,C:\Users\Landon\Documents\audioWAV\bells.plastic.G7.L.wav,8,BELLS
959,C:\Users\Landon\Documents\audioWAV\bells.plastic.G7.R.wav,8,BELLS
960,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb5.L.wav,8,BELLS
961,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb5.R.wav,8,BELLS
962,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb6.L.wav,8,BELLS
963,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb6.R.wav,8,BELLS
964,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb7.L.wav,8,BELLS
965,C:\Users\Landon\Documents\audioWAV\bells.plastic.Gb7.R.wav,8,BELLS
966,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A3.L.wav,9,CELLO
967,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A3.R.wav,9,CELLO
968,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A4.L.wav,9,CELLO
969,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A4.R.wav,9,CELLO
970,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A5.L.wav,9,CELLO
971,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.A5.R.wav,9,CELLO
972,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Ab4.L.wav,9,CELLO
973,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Ab4.R.wav,9,CELLO
974,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Ab5.L.wav,9,CELLO
975,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Ab5.R.wav,9,CELLO
976,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.B3.L.wav,9,CELLO
977,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.B3.R.wav,9,CELLO
978,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.B4.L.wav,9,CELLO
979,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.B4.R.wav,9,CELLO
980,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Bb3.L.wav,9,CELLO
981,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Bb3.R.wav,9,CELLO
982,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Bb4.L.wav,9,CELLO
983,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Bb4.R.wav,9,CELLO
984,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.C4.L.wav,9,CELLO
985,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.C4.R.wav,9,CELLO
986,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.C5.L.wav,9,CELLO
987,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.C5.R.wav,9,CELLO
988,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.D4.L.wav,9,CELLO
989,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.D4.R.wav,9,CELLO
990,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.D5.L.wav,9,CELLO
991,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.D5.R.wav,9,CELLO
992,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Db4.L.wav,9,CELLO
993,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Db4.R.wav,9,CELLO
994,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Db5.L.wav,9,CELLO
995,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Db5.R.wav,9,CELLO
996,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.E4.L.wav,9,CELLO
997,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.E4.R.wav,9,CELLO
998,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.E5.L.wav,9,CELLO
999,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.E5.R.wav,9,CELLO
1000,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Eb4.L.wav,9,CELLO
1001,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Eb4.R.wav,9,CELLO
1002,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Eb5.L.wav,9,CELLO
1003,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Eb5.R.wav,9,CELLO
1004,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.F4.L.wav,9,CELLO
1005,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.F4.R.wav,9,CELLO
1006,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.F5.L.wav,9,CELLO
1007,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.F5.R.wav,9,CELLO
1008,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.G4.L.wav,9,CELLO
1009,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.G4.R.wav,9,CELLO
1010,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.G5.L.wav,9,CELLO
1011,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.G5.R.wav,9,CELLO
1012,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Gb4.L.wav,9,CELLO
1013,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Gb4.R.wav,9,CELLO
1014,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Gb5.L.wav,9,CELLO
1015,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulA.Gb5.R.wav,9,CELLO
1016,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.A2.L.wav,9,CELLO
1017,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.A2.R.wav,9,CELLO
1018,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.A3.L.wav,9,CELLO
1019,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.A3.R.wav,9,CELLO
1020,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Ab2.L.wav,9,CELLO
1021,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Ab2.R.wav,9,CELLO
1022,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Ab3.L.wav,9,CELLO
1023,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Ab3.R.wav,9,CELLO
1024,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.B2.L.wav,9,CELLO
1025,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.B2.R.wav,9,CELLO
1026,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.B3.L.wav,9,CELLO
1027,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.B3.R.wav,9,CELLO
1028,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Bb2.L.wav,9,CELLO
1029,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Bb2.R.wav,9,CELLO
1030,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Bb3.L.wav,9,CELLO
1031,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Bb3.R.wav,9,CELLO
1032,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.C2.L.wav,9,CELLO
1033,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.C2.R.wav,9,CELLO
1034,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.C3.L.wav,9,CELLO
1035,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.C3.R.wav,9,CELLO
1036,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.C4.L.wav,9,CELLO
1037,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.C4.R.wav,9,CELLO
1038,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.D2.L.wav,9,CELLO
1039,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.D2.R.wav,9,CELLO
1040,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.D3.L.wav,9,CELLO
1041,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.D3.R.wav,9,CELLO
1042,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Db2.L.wav,9,CELLO
1043,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Db2.R.wav,9,CELLO
1044,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Db3.L.wav,9,CELLO
1045,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Db3.R.wav,9,CELLO
1046,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.E2.L.wav,9,CELLO
1047,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.E2.R.wav,9,CELLO
1048,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.E3.L.wav,9,CELLO
1049,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.E3.R.wav,9,CELLO
1050,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Eb2.L.wav,9,CELLO
1051,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Eb2.R.wav,9,CELLO
1052,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Eb3.L.wav,9,CELLO
1053,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Eb3.R.wav,9,CELLO
1054,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.F2.L.wav,9,CELLO
1055,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.F2.R.wav,9,CELLO
1056,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.F3.L.wav,9,CELLO
1057,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.F3.R.wav,9,CELLO
1058,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.G2.L.wav,9,CELLO
1059,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.G2.R.wav,9,CELLO
1060,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.G3.L.wav,9,CELLO
1061,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.G3.R.wav,9,CELLO
1062,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Gb2.L.wav,9,CELLO
1063,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Gb2.R.wav,9,CELLO
1064,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Gb3.L.wav,9,CELLO
1065,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulC.Gb3.R.wav,9,CELLO
1066,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.A3.L.wav,9,CELLO
1067,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.A3.R.wav,9,CELLO
1068,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.A4.L.wav,9,CELLO
1069,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.A4.R.wav,9,CELLO
1070,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Ab3.L.wav,9,CELLO
1071,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Ab3.R.wav,9,CELLO
1072,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Ab4.L.wav,9,CELLO
1073,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Ab4.R.wav,9,CELLO
1074,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.B3.L.wav,9,CELLO
1075,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.B3.R.wav,9,CELLO
1076,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.B4.L.wav,9,CELLO
1077,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.B4.R.wav,9,CELLO
1078,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Bb3.L.wav,9,CELLO
1079,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Bb3.R.wav,9,CELLO
1080,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Bb4.L.wav,9,CELLO
1081,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Bb4.R.wav,9,CELLO
1082,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.C4.L.wav,9,CELLO
1083,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.C4.R.wav,9,CELLO
1084,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.C5.L.wav,9,CELLO
1085,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.C5.R.wav,9,CELLO
1086,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.D3.L.wav,9,CELLO
1087,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.D3.R.wav,9,CELLO
1088,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.D4.L.wav,9,CELLO
1089,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.D4.R.wav,9,CELLO
1090,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.D5.L.wav,9,CELLO
1091,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.D5.R.wav,9,CELLO
1092,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Db4.L.wav,9,CELLO
1093,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Db4.R.wav,9,CELLO
1094,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Db5.L.wav,9,CELLO
1095,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Db5.R.wav,9,CELLO
1096,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.E3.L.wav,9,CELLO
1097,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.E3.R.wav,9,CELLO
1098,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.E4.L.wav,9,CELLO
1099,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.E4.R.wav,9,CELLO
1100,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Eb3.L.wav,9,CELLO
1101,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Eb3.R.wav,9,CELLO
1102,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Eb4.L.wav,9,CELLO
1103,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Eb4.R.wav,9,CELLO
1104,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.F3.L.wav,9,CELLO
1105,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.F3.R.wav,9,CELLO
1106,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.F4.L.wav,9,CELLO
1107,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.F4.R.wav,9,CELLO
1108,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.G3.L.wav,9,CELLO
1109,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.G3.R.wav,9,CELLO
1110,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.G4.L.wav,9,CELLO
1111,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.G4.R.wav,9,CELLO
1112,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Gb3.L.wav,9,CELLO
1113,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Gb3.R.wav,9,CELLO
1114,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Gb4.L.wav,9,CELLO
1115,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulD.Gb4.R.wav,9,CELLO
1116,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.A2.L.wav,9,CELLO
1117,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.A2.R.wav,9,CELLO
1118,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.A3.L.wav,9,CELLO
1119,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.A3.R.wav,9,CELLO
1120,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Ab2.L.wav,9,CELLO
1121,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Ab2.R.wav,9,CELLO
1122,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Ab3.L.wav,9,CELLO
1123,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Ab3.R.wav,9,CELLO
1124,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.B2.L.wav,9,CELLO
1125,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.B2.R.wav,9,CELLO
1126,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.B3.L.wav,9,CELLO
1127,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.B3.R.wav,9,CELLO
1128,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Bb2.L.wav,9,CELLO
1129,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Bb2.R.wav,9,CELLO
1130,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Bb3.L.wav,9,CELLO
1131,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Bb3.R.wav,9,CELLO
1132,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.C3.L.wav,9,CELLO
1133,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.C3.R.wav,9,CELLO
1134,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.C4.L.wav,9,CELLO
1135,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.C4.R.wav,9,CELLO
1136,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.D3.L.wav,9,CELLO
1137,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.D3.R.wav,9,CELLO
1138,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.D4.L.wav,9,CELLO
1139,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.D4.R.wav,9,CELLO
1140,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Db3.L.wav,9,CELLO
1141,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Db3.R.wav,9,CELLO
1142,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Db4.L.wav,9,CELLO
1143,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Db4.R.wav,9,CELLO
1144,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.E3.L.wav,9,CELLO
1145,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.E3.R.wav,9,CELLO
1146,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Eb3.L.wav,9,CELLO
1147,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Eb3.R.wav,9,CELLO
1148,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.F3.L.wav,9,CELLO
1149,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.F3.R.wav,9,CELLO
1150,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.G2.L.wav,9,CELLO
1151,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.G2.R.wav,9,CELLO
1152,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.G3.L.wav,9,CELLO
1153,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.G3.R.wav,9,CELLO
1154,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Gb3.L.wav,9,CELLO
1155,C:\Users\Landon\Documents\audioWAV\Cello.arco.sulG.Gb3.R.wav,9,CELLO
1156,C:\Users\Landon\Documents\audioWAV\Crotale.A6.L.wav,16,OTHER
1157,C:\Users\Landon\Documents\audioWAV\Crotale.A6.R.wav,16,OTHER
1158,C:\Users\Landon\Documents\audioWAV\Crotale.A7.L.wav,16,OTHER
1159,C:\Users\Landon\Documents\audioWAV\Crotale.A7.R.wav,16,OTHER
1160,C:\Users\Landon\Documents\audioWAV\Crotale.Ab6.L.wav,16,OTHER
1161,C:\Users\Landon\Documents\audioWAV\Crotale.Ab6.R.wav,16,OTHER
1162,C:\Users\Landon\Documents\audioWAV\Crotale.Ab7.L.wav,16,OTHER
1163,C:\Users\Landon\Documents\audioWAV\Crotale.Ab7.R.wav,16,OTHER
1164,C:\Users\Landon\Documents\audioWAV\Crotale.B6.L.wav,16,OTHER
1165,C:\Users\Landon\Documents\audioWAV\Crotale.B6.R.wav,16,OTHER
1166,C:\Users\Landon\Documents\audioWAV\Crotale.B7.L.wav,16,OTHER
1167,C:\Users\Landon\Documents\audioWAV\Crotale.B7.R.wav,16,OTHER
1168,C:\Users\Landon\Documents\audioWAV\Crotale.Bb6.L.wav,16,OTHER
1169,C:\Users\Landon\Documents\audioWAV\Crotale.Bb6.R.wav,16,OTHER
1170,C:\Users\Landon\Documents\audioWAV\Crotale.Bb7.L.wav,16,OTHER
1171,C:\Users\Landon\Documents\audioWAV\Crotale.Bb7.R.wav,16,OTHER
1172,C:\Users\Landon\Documents\audioWAV\Crotale.C6.L.wav,16,OTHER
1173,C:\Users\Landon\Documents\audioWAV\Crotale.C6.R.wav,16,OTHER
1174,C:\Users\Landon\Documents\audioWAV\Crotale.C7.L.wav,16,OTHER
1175,C:\Users\Landon\Documents\audioWAV\Crotale.C7.R.wav,16,OTHER
1176,C:\Users\Landon\Documents\audioWAV\Crotale.C8.L.wav,16,OTHER
1177,C:\Users\Landon\Documents\audioWAV\Crotale.C8.R.wav,16,OTHER
1178,C:\Users\Landon\Documents\audioWAV\Crotale.D6.L.wav,16,OTHER
1179,C:\Users\Landon\Documents\audioWAV\Crotale.D6.R.wav,16,OTHER
1180,C:\Users\Landon\Documents\audioWAV\Crotale.D7.L.wav,16,OTHER
1181,C:\Users\Landon\Documents\audioWAV\Crotale.D7.R.wav,16,OTHER
1182,C:\Users\Landon\Documents\audioWAV\Crotale.Db6.L.wav,16,OTHER
1183,C:\Users\Landon\Documents\audioWAV\Crotale.Db6.R.wav,16,OTHER
1184,C:\Users\Landon\Documents\audioWAV\Crotale.Db7.L.wav,16,OTHER
1185,C:\Users\Landon\Documents\audioWAV\Crotale.Db7.R.wav,16,OTHER
1186,C:\Users\Landon\Documents\audioWAV\Crotale.E6.L.wav,16,OTHER
1187,C:\Users\Landon\Documents\audioWAV\Crotale.E6.R.wav,16,OTHER
1188,C:\Users\Landon\Documents\audioWAV\Crotale.E7.L.wav,16,OTHER
1189,C:\Users\Landon\Documents\audioWAV\Crotale.E7.R.wav,16,OTHER
1190,C:\Users\Landon\Documents\audioWAV\Crotale.Eb6.L.wav,16,OTHER
1191,C:\Users\Landon\Documents\audioWAV\Crotale.Eb6.R.wav,16,OTHER
1192,C:\Users\Landon\Documents\audioWAV\Crotale.Eb7.L.wav,16,OTHER
1193,C:\Users\Landon\Documents\audioWAV\Crotale.Eb7.R.wav,16,OTHER
1194,C:\Users\Landon\Documents\audioWAV\Crotale.F6.L.wav,16,OTHER
1195,C:\Users\Landon\Documents\audioWAV\Crotale.F6.R.wav,16,OTHER
1196,C:\Users\Landon\Documents\audioWAV\Crotale.F7.L.wav,16,OTHER
1197,C:\Users\Landon\Documents\audioWAV\Crotale.F7.R.wav,16,OTHER
1198,C:\Users\Landon\Documents\audioWAV\Crotale.G6.L.wav,16,OTHER
