,Target
2998,23
2999,23
3000,23
3001,23
3002,23
3003,23
3004,23
3005,23
3006,23
3007,23
3008,23
3009,23
3010,23
3011,23
3012,23
3013,23
3014,23
3015,23
3016,23
3017,23
3018,23
3019,23
3020,23
3021,23
3022,23
3023,23
3024,23
3025,23
3026,23
3027,23
3028,23
3029,23
3030,23
3031,23
3032,23
3033,23
3034,23
3035,23
3036,23
3037,23
3038,23
3039,23
3040,23
3041,23
3042,23
3043,23
3044,23
3045,23
3046,23
3047,23
3048,23
3049,23
3050,23
3051,23
3052,23
3053,23
3054,23
3055,23
3056,23
3057,23
3058,23
3059,23
3060,23
3061,23
3062,23
3063,23
3064,23
3065,23
3066,23
3067,23
3068,23
3069,23
3070,23
3071,23
3072,23
3073,23
3074,23
3075,23
3076,23
3077,23
3078,23
3079,23
3080,23
3081,23
3082,23
3083,23
3084,23
3085,23
3086,23
3087,23
3088,23
3089,23
3090,23
3091,23
3092,23
3093,23
3094,24
3095,24
3096,24
3097,24
3098,24
3099,24
3100,24
3101,24
3102,24
3103,24
3104,24
3105,24
3106,24
3107,24
3108,24
3109,24
3110,24
3111,24
3112,24
3113,24
3114,24
3115,24
3116,24
3117,24
3118,24
3119,24
3120,24
3121,24
3122,24
3123,24
3124,24
3125,24
3126,24
3127,24
3128,24
3129,24
3130,24
3131,24
3132,24
3133,24
3134,24
3135,24
3136,24
3137,24
3138,24
3139,24
3140,24
3141,24
3142,24
3143,24
3144,24
3145,24
3146,24
3147,24
3148,24
3149,24
3150,24
3151,24
3152,24
3153,24
3154,24
3155,24
3156,24
3157,24
3158,24
3159,24
3160,24
3161,24
3162,24
3163,24
3164,24
3165,24
3166,24
3167,24
3168,24
3169,24
3170,24
3171,24
3172,24
3173,24
3174,24
3175,24
3176,24
3177,24
3178,24
3179,24
3180,24
3181,24
3182,24
3183,24
3184,24
3185,24
3186,24
3187,24
3188,24
3189,24
3190,24
3191,24
3192,24
3193,24
3194,24
3195,24
3196,24
3197,24
3198,24
3199,24
3200,24
3201,24
3202,24
3203,24
3204,24
3205,24
3206,24
3207,24
3208,24
3209,24
3210,24
3211,24
3212,24
3213,24
3214,24
3215,24
3216,24
3217,24
3218,24
3219,24
3220,24
3221,24
3222,24
3223,24
3224,24
3225,24
3226,24
3227,24
3228,24
3229,24
3230,24
3231,24
3232,24
3233,24
3234,24
3235,24
3236,24
3237,24
3238,24
3239,24
3240,24
3241,24
3242,24
3243,24
3244,24
3245,24
3246,24
3247,24
3248,24
3249,24
3250,24
3251,24
3252,24
3253,24
3254,24
3255,24
3256,24
3257,24
3258,24
3259,24
3260,24
3261,24
3262,24
3263,24
3264,24
3265,24
3266,24
3267,24
3268,24
3269,24
