,Fullpath,Label,JARVIS,VISION,ULTRON
251,C:/Users/Landon/Documents/wav_audio/Vibraphone.shortsustain.Bb4.L.wav,21.0,14.0,5.0,14.0
252,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.Eb6.L.wav,0.0,14.0,9.0,14.0
253,C:/Users/Landon/Documents/wav_audio/Bassoon.Ab2.L.wav,5.0,14.0,17.0,14.0
254,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulD.C5.R.wav,22.0,14.0,23.0,14.0
255,C:/Users/Landon/Documents/wav_audio/Oboe.Bb4.R.wav,15.0,14.0,12.0,14.0
256,C:/Users/Landon/Documents/wav_audio/Vibraphone.dampen.D6.R.wav,21.0,14.0,14.0,14.0
257,C:/Users/Landon/Documents/wav_audio/BbClarinet.D3.L.wav,7.0,14.0,9.0,14.0
258,C:/Users/Landon/Documents/wav_audio/TenorTrombone.A3.L.wav,18.0,14.0,14.0,14.0
259,C:/Users/Landon/Documents/wav_audio/BassFlute.G3.R.wav,4.0,14.0,9.0,14.0
260,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.B3.R.wav,1.0,14.0,9.0,14.0
261,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulA.C4.L.wav,9.0,14.0,22.0,14.0
262,C:/Users/Landon/Documents/wav_audio/SopSax.vib.Bb5.R.wav,17.0,14.0,17.0,14.0
263,C:/Users/Landon/Documents/wav_audio/Tuba.Eb1.R.wav,20.0,14.0,14.0,14.0
264,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulD.Bb4.L.wav,22.0,14.0,12.0,14.0
265,C:/Users/Landon/Documents/wav_audio/Tuba.C1.R.wav,20.0,14.0,14.0,14.0
266,C:/Users/Landon/Documents/wav_audio/Xylophone.hardrubber.Bb5.L.wav,24.0,14.0,14.0,14.0
267,C:/Users/Landon/Documents/wav_audio/Oboe.Eb5.L.wav,15.0,14.0,2.0,14.0
268,C:/Users/Landon/Documents/wav_audio/SopSax.nonvib.F4.L.wav,17.0,14.0,11.0,14.0
269,C:/Users/Landon/Documents/wav_audio/Horn.F3.L.wav,13.0,14.0,22.0,14.0
270,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.Bb3.R.wav,0.0,14.0,9.0,14.0
271,C:/Users/Landon/Documents/wav_audio/Marimba.rubber.Db2.L.wav,14.0,14.0,14.0,14.0
272,C:/Users/Landon/Documents/wav_audio/Marimba.cord.A5.R.wav,14.0,14.0,14.0,14.0
273,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.D4.R.wav,0.0,14.0,12.0,14.0
274,C:/Users/Landon/Documents/wav_audio/Marimba.rubber.D3.L.wav,14.0,14.0,14.0,14.0
275,C:/Users/Landon/Documents/wav_audio/Marimba.cord.G2.L.wav,14.0,14.0,14.0,14.0
276,C:/Users/Landon/Documents/wav_audio/BassClarinet.B4.L.wav,3.0,14.0,12.0,14.0
277,C:/Users/Landon/Documents/wav_audio/BbClarinet.D6.R.wav,7.0,14.0,22.0,14.0
278,C:/Users/Landon/Documents/wav_audio/Bassoon.D5.R.wav,5.0,14.0,17.0,14.0
279,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.B3.L.wav,0.0,14.0,2.0,14.0
280,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulD.G3.R.wav,9.0,14.0,9.0,14.0
281,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.C8.L.wav,24.0,14.0,14.0,14.0
282,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulD.G4.L.wav,9.0,14.0,9.0,14.0
283,C:/Users/Landon/Documents/wav_audio/AltoSax.NoVib.C5.L.wav,1.0,14.0,17.0,14.0
284,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulG.G3.L.wav,22.0,14.0,9.0,14.0
285,C:/Users/Landon/Documents/wav_audio/Vibraphone.bow.Eb5.L.wav,21.0,14.0,7.0,14.0
286,C:/Users/Landon/Documents/wav_audio/Marimba.cord.E6.L.wav,14.0,14.0,14.0,14.0
287,C:/Users/Landon/Documents/wav_audio/Flute.nonvib.C7.R.wav,12.0,14.0,12.0,14.0
288,C:/Users/Landon/Documents/wav_audio/Crotale.D7.R.wav,16.0,14.0,14.0,14.0
289,C:/Users/Landon/Documents/wav_audio/Oboe.C5.R.wav,15.0,14.0,17.0,14.0
290,C:/Users/Landon/Documents/wav_audio/Vibraphone.shortsustain.F6.L.wav,21.0,14.0,21.0,14.0
291,C:/Users/Landon/Documents/wav_audio/Trumpet.vib.Db5.L.wav,19.0,14.0,23.0,14.0
292,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.Gb5.L.wav,24.0,14.0,14.0,14.0
293,C:/Users/Landon/Documents/wav_audio/Tuba.Ab3.R.wav,20.0,14.0,21.0,14.0
294,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.A5.R.wav,0.0,14.0,12.0,14.0
295,C:/Users/Landon/Documents/wav_audio/Xylophone.rosewood.F6.R.wav,24.0,14.0,14.0,14.0
296,C:/Users/Landon/Documents/wav_audio/Oboe.E5.R.wav,15.0,14.0,1.0,14.0
297,C:/Users/Landon/Documents/wav_audio/Violin.arco.sulE.D7.L.wav,23.0,14.0,7.0,14.0
298,C:/Users/Landon/Documents/wav_audio/AltoSax.vib.A4.L.wav,1.0,14.0,1.0,14.0
299,C:/Users/Landon/Documents/wav_audio/Marimba.cord.Ab2.R.wav,14.0,14.0,14.0,14.0
300,C:/Users/Landon/Documents/wav_audio/Xylophone.hardrubber.C5.R.wav,24.0,14.0,14.0,14.0
301,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulD.D4.L.wav,9.0,14.0,22.0,14.0
302,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulD.Db4.R.wav,9.0,14.0,9.0,14.0
303,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulA.Eb5.R.wav,9.0,14.0,7.0,14.0
304,C:/Users/Landon/Documents/wav_audio/Vibraphone.dampen.D3.L.wav,21.0,14.0,14.0,14.0
305,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulC.B4.L.wav,22.0,14.0,5.0,14.0
306,C:/Users/Landon/Documents/wav_audio/Marimba.yarn.F3.R.wav,14.0,14.0,14.0,14.0
307,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulG.Gb3.L.wav,2.0,14.0,2.0,14.0
308,C:/Users/Landon/Documents/wav_audio/Bass.arco.sulA.D3.R.wav,2.0,14.0,2.0,14.0
309,C:/Users/Landon/Documents/wav_audio/bells.brass.Gb6.R.wav,8.0,14.0,14.0,14.0
310,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulC.Gb2.R.wav,9.0,14.0,2.0,14.0
311,C:/Users/Landon/Documents/wav_audio/BassClarinet.E4.R.wav,3.0,14.0,22.0,14.0
312,C:/Users/Landon/Documents/wav_audio/Tuba.Eb3.L.wav,20.0,14.0,17.0,14.0
313,C:/Users/Landon/Documents/wav_audio/Xylophone.hardrubber.A6.L.wav,24.0,14.0,14.0,14.0
314,C:/Users/Landon/Documents/wav_audio/Bassoon.F3.R.wav,5.0,14.0,21.0,14.0
315,C:/Users/Landon/Documents/wav_audio/Trumpet.novib.B4.L.wav,19.0,14.0,23.0,14.0
316,C:/Users/Landon/Documents/wav_audio/Trumpet.vib.F3.R.wav,19.0,14.0,21.0,14.0
317,C:/Users/Landon/Documents/wav_audio/Cello.arco.sulD.Ab4.L.wav,9.0,14.0,9.0,14.0
318,C:/Users/Landon/Documents/wav_audio/Trumpet.novib.G3.R.wav,19.0,14.0,21.0,14.0
319,C:/Users/Landon/Documents/wav_audio/Xylophone.hardrubber.B6.R.wav,24.0,14.0,14.0,14.0
320,C:/Users/Landon/Documents/wav_audio/BbClarinet.G5.L.wav,7.0,14.0,22.0,14.0
321,C:/Users/Landon/Documents/wav_audio/Viola.arco.sulD.Gb4.R.wav,22.0,14.0,22.0,14.0
322,C:/Users/Landon/Documents/wav_audio/AltoFlute.vib.E4.R.wav,0.0,14.0,22.0,14.0
323,C:/Users/Landon/Documents/wav_audio/EbClarinet.G5.L.wav,11.0,14.0,12.0,14.0
324,C:/Users/Landon/Documents/wav_audio/Marimba.cord.Gb2.R.wav,14.0,14.0,14.0,14.0
325,C:/Users/Landon/Documents/wav_audio/Marimba.cord.A2.R.wav,14.0,14.0,14.0,14.0
326,C:/Users/Landon/Documents/wav_audio/AltoSax.vib.Bb3.L.wav,1.0,14.0,9.0,14.0
